cruise,station,date,lat,lon,taxon,taxa_id_number,abundance_per_transect,abundance
454MC,15,2014-12-17T01:55:00Z,43.517,-69.075,Parathalestris croni,10610,0,0
454MC,15,2014-12-17T01:55:00Z,43.517,-69.075,Plastic Total (trial),10714,0,0
454MC,15,2014-12-17T01:55:00Z,43.517,-69.075,Anomalocera opalus,10741,0,0
454MC,15,2014-12-17T01:55:00Z,43.517,-69.075,Neocalanus gracilis,45,NA,NA
454MC,15,2014-12-17T01:55:00Z,43.517,-69.075,Rhincalanus nasutus,50,NA,NA
454MC,15,2014-12-17T01:55:00Z,43.517,-69.075,Euchirella rostrata,51,NA,NA
454MC,15,2014-12-17T01:55:00Z,43.517,-69.075,Pleuromamma abdominalis,58,NA,NA
454MC,15,2014-12-17T01:55:00Z,43.517,-69.075,Gammaridea,81,NA,NA
454MC,15,2014-12-17T01:55:00Z,43.517,-69.075,Centropages bradyi,380,NA,NA
454MC,15,2014-12-17T01:55:00Z,43.517,-69.075,Euchaeta marina,393,NA,NA
454MC,15,2014-12-17T01:55:00Z,43.517,-69.075,Paedoclione doliiformis,448,NA,NA
454MC,15,2014-12-17T01:55:00Z,43.517,-69.075,Gymnosomata (Unidentified),480,NA,NA
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Calanus finmarchicus,40,2,66.95477305512286
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Calanus glacialis,42,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Calanus hyperboreus,44,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Nannocalanus minor,47,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Metridia lucens,55,3,100.43215958268428
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Metridia longa,56,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Pleuromamma borealis,59,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Candacia armata,61,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Tomopteris spp.,80,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Hyperiidea (Total),82,1,33.47738652756143
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Decapoda larvae (Total),83,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Clione limacina,84,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Euphausiacea Total,88,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Chaetognatha eyecount,89,6,200.86431916536856
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Fish eggs (Total),90,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Fish larvae,91,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Scolecithrix danae,416,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Candacia spp. (Unidentified),429,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Pleuromamma spp. (Unidentified),434,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Polychaete larvae (unidentified),450,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Cumacea,454,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Lepas nauplii,457,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Ostracoda,459,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Amphipoda (Unidentified),626,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Labidocera acutifrons,961,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Salpidae (Total),977,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Doliolidae,978,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Alteutha spp.,985,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Metridia spp. (V-VI) (unidentified),1677,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Siphonostomatoida,10066,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Monstrilloida,10069,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Thalia democratica,10564,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Calanus V-VI unidentified,10566,1,33.47738652756143
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Decapod megalopa,10568,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Decapod megalopa,10568,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Decapod zoea,10569,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Decapod zoea,10569,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Fish eggs with oil globules,10572,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Fish eggs with oil globules,10572,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Fish eggs without oil globules,10573,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Fish eggs without oil globules,10573,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Paraeuchaeta norvegica,10605,1,33.47738652756143
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Paraeuchaeta norvegica,10605,1,33.47738652756143
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Euchaetidae (unidentified),10606,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Euchaetidae (unidentified),10606,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Parathalestris croni,10610,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Plastic Total (trial),10714,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Anomalocera opalus,10741,0,0
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Neocalanus gracilis,45,NA,NA
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Rhincalanus nasutus,50,NA,NA
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Euchirella rostrata,51,NA,NA
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Pleuromamma abdominalis,58,NA,NA
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Gammaridea,81,NA,NA
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Centropages bradyi,380,NA,NA
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Euchaeta marina,393,NA,NA
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Paedoclione doliiformis,448,NA,NA
454MC,17,2014-12-17T03:26:00Z,43.562,-69.53,Gymnosomata (Unidentified),480,NA,NA
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Calanus finmarchicus,40,1,33.47738652756143
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Calanus glacialis,42,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Calanus hyperboreus,44,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Nannocalanus minor,47,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Metridia lucens,55,35,1171.70852846465
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Metridia longa,56,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Pleuromamma borealis,59,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Candacia armata,61,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Tomopteris spp.,80,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Hyperiidea (Total),82,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Decapoda larvae (Total),83,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Clione limacina,84,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Euphausiacea Total,88,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Chaetognatha eyecount,89,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Fish eggs (Total),90,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Fish larvae,91,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Scolecithrix danae,416,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Candacia spp. (Unidentified),429,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Pleuromamma spp. (Unidentified),434,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Polychaete larvae (unidentified),450,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Cumacea,454,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Lepas nauplii,457,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Ostracoda,459,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Amphipoda (Unidentified),626,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Labidocera acutifrons,961,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Salpidae (Total),977,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Doliolidae,978,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Alteutha spp.,985,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Metridia spp. (V-VI) (unidentified),1677,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Siphonostomatoida,10066,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Monstrilloida,10069,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Thalia democratica,10564,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Calanus V-VI unidentified,10566,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Decapod megalopa,10568,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Decapod megalopa,10568,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Decapod zoea,10569,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Decapod zoea,10569,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Fish eggs with oil globules,10572,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Fish eggs with oil globules,10572,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Fish eggs without oil globules,10573,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Fish eggs without oil globules,10573,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Paraeuchaeta norvegica,10605,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Paraeuchaeta norvegica,10605,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Euchaetidae (unidentified),10606,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Euchaetidae (unidentified),10606,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Parathalestris croni,10610,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Plastic Total (trial),10714,3,100.43215958268428
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Anomalocera opalus,10741,0,0
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Neocalanus gracilis,45,NA,NA
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Rhincalanus nasutus,50,NA,NA
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Euchirella rostrata,51,NA,NA
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Pleuromamma abdominalis,58,NA,NA
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Gammaridea,81,NA,NA
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Centropages bradyi,380,NA,NA
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Euchaeta marina,393,NA,NA
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Paedoclione doliiformis,448,NA,NA
455MC,1,2015-01-14T05:11:00Z,43.145,-65.898,Gymnosomata (Unidentified),480,NA,NA
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Calanus finmarchicus,40,2,66.95477305512286
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Calanus glacialis,42,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Calanus hyperboreus,44,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Nannocalanus minor,47,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Metridia lucens,55,75,2510.8039895671072
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Metridia longa,56,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Pleuromamma borealis,59,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Candacia armata,61,1,33.47738652756143
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Tomopteris spp.,80,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Hyperiidea (Total),82,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Decapoda larvae (Total),83,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Clione limacina,84,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Euphausiacea Total,88,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Chaetognatha eyecount,89,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Fish eggs (Total),90,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Fish larvae,91,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Scolecithrix danae,416,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Candacia spp. (Unidentified),429,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Pleuromamma spp. (Unidentified),434,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Polychaete larvae (unidentified),450,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Cumacea,454,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Lepas nauplii,457,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Ostracoda,459,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Amphipoda (Unidentified),626,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Labidocera acutifrons,961,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Salpidae (Total),977,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Doliolidae,978,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Alteutha spp.,985,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Metridia spp. (V-VI) (unidentified),1677,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Siphonostomatoida,10066,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Monstrilloida,10069,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Thalia democratica,10564,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Calanus V-VI unidentified,10566,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Decapod megalopa,10568,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Decapod megalopa,10568,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Decapod zoea,10569,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Decapod zoea,10569,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Fish eggs with oil globules,10572,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Fish eggs with oil globules,10572,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Fish eggs without oil globules,10573,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Fish eggs without oil globules,10573,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Paraeuchaeta norvegica,10605,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Paraeuchaeta norvegica,10605,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Euchaetidae (unidentified),10606,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Euchaetidae (unidentified),10606,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Parathalestris croni,10610,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Plastic Total (trial),10714,6,200.86431916536856
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Anomalocera opalus,10741,0,0
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Neocalanus gracilis,45,NA,NA
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Rhincalanus nasutus,50,NA,NA
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Euchirella rostrata,51,NA,NA
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Pleuromamma abdominalis,58,NA,NA
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Gammaridea,81,NA,NA
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Centropages bradyi,380,NA,NA
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Euchaeta marina,393,NA,NA
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Paedoclione doliiformis,448,NA,NA
455MC,3,2015-01-14T06:20:00Z,43.203,-66.35,Gymnosomata (Unidentified),480,NA,NA
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Calanus finmarchicus,40,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Calanus glacialis,42,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Calanus hyperboreus,44,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Nannocalanus minor,47,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Metridia lucens,55,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Metridia longa,56,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Pleuromamma borealis,59,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Candacia armata,61,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Tomopteris spp.,80,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Hyperiidea (Total),82,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Decapoda larvae (Total),83,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Clione limacina,84,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Euphausiacea Total,88,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Chaetognatha eyecount,89,2,66.95477305512286
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Fish eggs (Total),90,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Fish larvae,91,1,33.47738652756143
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Scolecithrix danae,416,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Candacia spp. (Unidentified),429,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Pleuromamma spp. (Unidentified),434,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Polychaete larvae (unidentified),450,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Cumacea,454,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Lepas nauplii,457,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Ostracoda,459,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Amphipoda (Unidentified),626,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Labidocera acutifrons,961,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Salpidae (Total),977,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Doliolidae,978,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Alteutha spp.,985,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Metridia spp. (V-VI) (unidentified),1677,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Siphonostomatoida,10066,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Monstrilloida,10069,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Thalia democratica,10564,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Calanus V-VI unidentified,10566,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Decapod megalopa,10568,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Decapod megalopa,10568,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Decapod zoea,10569,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Decapod zoea,10569,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Fish eggs with oil globules,10572,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Fish eggs with oil globules,10572,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Fish eggs without oil globules,10573,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Fish eggs without oil globules,10573,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Paraeuchaeta norvegica,10605,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Paraeuchaeta norvegica,10605,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Euchaetidae (unidentified),10606,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Euchaetidae (unidentified),10606,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Parathalestris croni,10610,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Plastic Total (trial),10714,2,66.95477305512286
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Anomalocera opalus,10741,0,0
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Neocalanus gracilis,45,NA,NA
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Rhincalanus nasutus,50,NA,NA
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Euchirella rostrata,51,NA,NA
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Pleuromamma abdominalis,58,NA,NA
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Gammaridea,81,NA,NA
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Centropages bradyi,380,NA,NA
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Euchaeta marina,393,NA,NA
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Paedoclione doliiformis,448,NA,NA
455MC,5,2015-01-14T07:29:00Z,43.26,-66.8,Gymnosomata (Unidentified),480,NA,NA
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Calanus finmarchicus,40,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Calanus glacialis,42,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Calanus hyperboreus,44,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Nannocalanus minor,47,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Metridia lucens,55,1,33.47738652756143
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Metridia longa,56,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Pleuromamma borealis,59,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Candacia armata,61,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Tomopteris spp.,80,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Hyperiidea (Total),82,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Decapoda larvae (Total),83,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Clione limacina,84,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Euphausiacea Total,88,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Chaetognatha eyecount,89,2,66.95477305512286
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Fish eggs (Total),90,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Fish larvae,91,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Scolecithrix danae,416,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Candacia spp. (Unidentified),429,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Pleuromamma spp. (Unidentified),434,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Polychaete larvae (unidentified),450,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Cumacea,454,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Lepas nauplii,457,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Ostracoda,459,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Amphipoda (Unidentified),626,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Labidocera acutifrons,961,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Salpidae (Total),977,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Doliolidae,978,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Alteutha spp.,985,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Metridia spp. (V-VI) (unidentified),1677,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Siphonostomatoida,10066,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Monstrilloida,10069,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Thalia democratica,10564,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Calanus V-VI unidentified,10566,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Decapod megalopa,10568,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Decapod megalopa,10568,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Decapod zoea,10569,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Decapod zoea,10569,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Fish eggs with oil globules,10572,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Fish eggs with oil globules,10572,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Fish eggs without oil globules,10573,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Fish eggs without oil globules,10573,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Paraeuchaeta norvegica,10605,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Paraeuchaeta norvegica,10605,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Euchaetidae (unidentified),10606,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Euchaetidae (unidentified),10606,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Parathalestris croni,10610,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Plastic Total (trial),10714,3,100.43215958268428
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Anomalocera opalus,10741,0,0
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Neocalanus gracilis,45,NA,NA
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Rhincalanus nasutus,50,NA,NA
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Euchirella rostrata,51,NA,NA
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Pleuromamma abdominalis,58,NA,NA
455MC,7,2015-01-14T08:37:00Z,43.315,-67.252,Gammaridea,81,NA,NA
