cruise,station,date,lat,lon,pci,taxon,taxa_id_number,abundance_per_transect,abundance
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Bacteriastrum spp.,154,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Bellerochea malleus,155,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Odontella aurita,157,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Coscinodiscus spp. (Unidentified),166,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Ditylum brightwellii,168,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Eucampia zodiacus,169,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Fragilaria spp.,170,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Navicula spp.,176,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Cylindrotheca closterium,177,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Stephanopyxis spp.,190,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Coccolithaceae (Total),195,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Pterosperma spp. (Total),196,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Silicoflagellates,198,15000,5021.6079791342145
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Nitzschia spp. (Unidentified),199,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Ceratium pentagonum,240,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Dinophysis spp. Total,251,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Gonyaulax spp.,253,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Protoperidinium spp.,255,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Pinus pollen,812,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Stellate body (Land plant hair),814,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Coscinodiscus wailesii,976,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Proboscia alata,1000,15000,5021.6079791342145
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Dinophysis acuta,1602,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Hyalochaete resting spore,1612,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Scrippsiella cysts,10505,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Acanthoica quattrospina,10508,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Emiliania huxleyi type,10510,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Emiliania huxleyi type,10510,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Rhabdosphaera clavigera,10511,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Syracosphaera pulchra,10512,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Coccolithus pelagicus,10513,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Coccolithus pelagicus,10513,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Licmophora spp.,10527,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Asterionellopsis glacialis,10615,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Prorocentrum spp. ('Exuviaella' type),10620,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Pseudo-nitzschia delicatissima complex,10623,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Pseudo-nitzschia seriata complex,10624,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Corethron hystrix,10681,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Rhizosolenia imbricata,10684,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Delphineis surirella,10712,0,0
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Coscinodiscus concinnus,165,NA,NA
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Leptocylindrus danicus,175,NA,NA
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Rhizosolenia setigera,187,NA,NA
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Ceratium bucephalum,224,NA,NA
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Prorocentrum spp. Total,259,NA,NA
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Actiniscus pentasterias,980,NA,NA
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Leptocylindrus mediterraneus,1001,NA,NA
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Grammatophora spp.,1624,NA,NA
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Prorocentrum micans,1679,NA,NA
452MC,9,2014-10-15T20:08:00Z,43.368,-67.722,1,Braarudosphaera bigelowii,10509,NA,NA
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Paralia sulcata,101,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Skeletonema costatum,102,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Thalassiosira spp.,103,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Rhizosolenia hebetata semispina,108,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Chaetoceros(Hyalochaete) spp.,112,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Chaetoceros(Phaeoceros) spp.,113,15000,5021.6079791342145
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Odontella sinensis,114,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Thalassiothrix longissima,116,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Thalassionema nitzschioides,117,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Ceratium fusus,121,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Ceratium furca,122,15000,5021.6079791342145
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Ceratium lineatum,123,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Ceratium tripos,124,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Ceratium macroceros,125,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Ceratium horridum,126,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Ceratium longipes,127,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Ceratium arcticum,128,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Dinoflagellate cysts (Total),130,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Bacteriastrum spp.,154,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Bellerochea malleus,155,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Odontella aurita,157,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Coscinodiscus spp. (Unidentified),166,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Ditylum brightwellii,168,15000,5021.6079791342145
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Eucampia zodiacus,169,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Fragilaria spp.,170,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Navicula spp.,176,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Cylindrotheca closterium,177,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Stephanopyxis spp.,190,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Coccolithaceae (Total),195,15000,5021.6079791342145
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Pterosperma spp. (Total),196,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Silicoflagellates,198,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Nitzschia spp. (Unidentified),199,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Ceratium pentagonum,240,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Dinophysis spp. Total,251,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Gonyaulax spp.,253,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Protoperidinium spp.,255,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Pinus pollen,812,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Stellate body (Land plant hair),814,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Coscinodiscus wailesii,976,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Proboscia alata,1000,15000,5021.6079791342145
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Dinophysis acuta,1602,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Hyalochaete resting spore,1612,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Scrippsiella cysts,10505,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Acanthoica quattrospina,10508,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Emiliania huxleyi type,10510,15000,5021.6079791342145
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Emiliania huxleyi type,10510,15000,5021.6079791342145
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Rhabdosphaera clavigera,10511,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Syracosphaera pulchra,10512,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Coccolithus pelagicus,10513,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Coccolithus pelagicus,10513,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Licmophora spp.,10527,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Asterionellopsis glacialis,10615,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Prorocentrum spp. ('Exuviaella' type),10620,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Pseudo-nitzschia delicatissima complex,10623,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Pseudo-nitzschia seriata complex,10624,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Corethron hystrix,10681,15000,5021.6079791342145
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Rhizosolenia imbricata,10684,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Delphineis surirella,10712,0,0
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Coscinodiscus concinnus,165,NA,NA
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Leptocylindrus danicus,175,NA,NA
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Rhizosolenia setigera,187,NA,NA
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Ceratium bucephalum,224,NA,NA
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Prorocentrum spp. Total,259,NA,NA
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Actiniscus pentasterias,980,NA,NA
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Leptocylindrus mediterraneus,1001,NA,NA
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Grammatophora spp.,1624,NA,NA
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Prorocentrum micans,1679,NA,NA
452MC,11,2014-10-15T21:50:00Z,43.418,-68.173,1,Braarudosphaera bigelowii,10509,NA,NA
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Paralia sulcata,101,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Skeletonema costatum,102,65000,21760.30124291493
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Thalassiosira spp.,103,35000,11717.0852846465
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Rhizosolenia hebetata semispina,108,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Chaetoceros(Hyalochaete) spp.,112,15000,5021.6079791342145
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Chaetoceros(Phaeoceros) spp.,113,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Odontella sinensis,114,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Thalassiothrix longissima,116,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Thalassionema nitzschioides,117,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Ceratium fusus,121,15000,5021.6079791342145
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Ceratium furca,122,35000,11717.0852846465
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Ceratium lineatum,123,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Ceratium tripos,124,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Ceratium macroceros,125,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Ceratium horridum,126,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Ceratium longipes,127,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Ceratium arcticum,128,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Dinoflagellate cysts (Total),130,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Bacteriastrum spp.,154,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Bellerochea malleus,155,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Odontella aurita,157,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Coscinodiscus spp. (Unidentified),166,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Ditylum brightwellii,168,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Eucampia zodiacus,169,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Fragilaria spp.,170,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Navicula spp.,176,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Cylindrotheca closterium,177,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Stephanopyxis spp.,190,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Coccolithaceae (Total),195,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Pterosperma spp. (Total),196,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Silicoflagellates,198,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Nitzschia spp. (Unidentified),199,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Ceratium pentagonum,240,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Dinophysis spp. Total,251,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Gonyaulax spp.,253,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Protoperidinium spp.,255,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Pinus pollen,812,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Stellate body (Land plant hair),814,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Coscinodiscus wailesii,976,15000,5021.6079791342145
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Proboscia alata,1000,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Dinophysis acuta,1602,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Hyalochaete resting spore,1612,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Scrippsiella cysts,10505,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Acanthoica quattrospina,10508,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Emiliania huxleyi type,10510,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Emiliania huxleyi type,10510,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Rhabdosphaera clavigera,10511,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Syracosphaera pulchra,10512,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Coccolithus pelagicus,10513,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Coccolithus pelagicus,10513,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Licmophora spp.,10527,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Asterionellopsis glacialis,10615,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Prorocentrum spp. ('Exuviaella' type),10620,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Pseudo-nitzschia delicatissima complex,10623,15000,5021.6079791342145
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Pseudo-nitzschia seriata complex,10624,15000,5021.6079791342145
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Corethron hystrix,10681,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Rhizosolenia imbricata,10684,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Delphineis surirella,10712,0,0
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Coscinodiscus concinnus,165,NA,NA
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Leptocylindrus danicus,175,NA,NA
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Rhizosolenia setigera,187,NA,NA
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Ceratium bucephalum,224,NA,NA
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Prorocentrum spp. Total,259,NA,NA
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Actiniscus pentasterias,980,NA,NA
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Leptocylindrus mediterraneus,1001,NA,NA
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Grammatophora spp.,1624,NA,NA
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Prorocentrum micans,1679,NA,NA
452MC,13,2014-10-15T23:35:00Z,43.467,-68.628,1,Braarudosphaera bigelowii,10509,NA,NA
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Paralia sulcata,101,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Skeletonema costatum,102,35000,11717.0852846465
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Thalassiosira spp.,103,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Rhizosolenia hebetata semispina,108,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Chaetoceros(Hyalochaete) spp.,112,15000,5021.6079791342145
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Chaetoceros(Phaeoceros) spp.,113,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Odontella sinensis,114,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Thalassiothrix longissima,116,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Thalassionema nitzschioides,117,15000,5021.6079791342145
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Ceratium fusus,121,15000,5021.6079791342145
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Ceratium furca,122,15000,5021.6079791342145
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Ceratium lineatum,123,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Ceratium tripos,124,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Ceratium macroceros,125,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Ceratium horridum,126,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Ceratium longipes,127,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Ceratium arcticum,128,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Dinoflagellate cysts (Total),130,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Bacteriastrum spp.,154,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Bellerochea malleus,155,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Odontella aurita,157,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Coscinodiscus spp. (Unidentified),166,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Ditylum brightwellii,168,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Eucampia zodiacus,169,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Fragilaria spp.,170,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Navicula spp.,176,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Cylindrotheca closterium,177,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Stephanopyxis spp.,190,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Coccolithaceae (Total),195,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Pterosperma spp. (Total),196,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Silicoflagellates,198,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Nitzschia spp. (Unidentified),199,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Ceratium pentagonum,240,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Dinophysis spp. Total,251,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Gonyaulax spp.,253,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Protoperidinium spp.,255,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Pinus pollen,812,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Stellate body (Land plant hair),814,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Coscinodiscus wailesii,976,15000,5021.6079791342145
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Proboscia alata,1000,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Dinophysis acuta,1602,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Hyalochaete resting spore,1612,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Scrippsiella cysts,10505,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Acanthoica quattrospina,10508,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Emiliania huxleyi type,10510,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Emiliania huxleyi type,10510,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Rhabdosphaera clavigera,10511,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Syracosphaera pulchra,10512,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Coccolithus pelagicus,10513,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Coccolithus pelagicus,10513,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Licmophora spp.,10527,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Asterionellopsis glacialis,10615,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Prorocentrum spp. ('Exuviaella' type),10620,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Pseudo-nitzschia delicatissima complex,10623,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Pseudo-nitzschia seriata complex,10624,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Corethron hystrix,10681,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Rhizosolenia imbricata,10684,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Delphineis surirella,10712,0,0
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Coscinodiscus concinnus,165,NA,NA
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Leptocylindrus danicus,175,NA,NA
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Rhizosolenia setigera,187,NA,NA
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Ceratium bucephalum,224,NA,NA
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Prorocentrum spp. Total,259,NA,NA
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Actiniscus pentasterias,980,NA,NA
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Leptocylindrus mediterraneus,1001,NA,NA
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Grammatophora spp.,1624,NA,NA
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Prorocentrum micans,1679,NA,NA
452MC,15,2014-10-16T01:17:00Z,43.515,-69.083,1,Braarudosphaera bigelowii,10509,NA,NA
454MC,1,2014-12-16T15:28:00Z,43.147,-65.908,1,Paralia sulcata,101,0,0
454MC,1,2014-12-16T15:28:00Z,43.147,-65.908,1,Skeletonema costatum,102,0,0
454MC,1,2014-12-16T15:28:00Z,43.147,-65.908,1,Thalassiosira spp.,103,0,0
454MC,1,2014-12-16T15:28:00Z,43.147,-65.908,1,Rhizosolenia hebetata semispina,108,0,0
454MC,1,2014-12-16T15:28:00Z,43.147,-65.908,1,Chaetoceros(Hyalochaete) spp.,112,0,0
454MC,1,2014-12-16T15:28:00Z,43.147,-65.908,1,Chaetoceros(Phaeoceros) spp.,113,0,0
454MC,1,2014-12-16T15:28:00Z,43.147,-65.908,1,Odontella sinensis,114,0,0
454MC,1,2014-12-16T15:28:00Z,43.147,-65.908,1,Thalassiothrix longissima,116,0,0
454MC,1,2014-12-16T15:28:00Z,43.147,-65.908,1,Thalassionema nitzschioides,117,0,0
454MC,1,2014-12-16T15:28:00Z,43.147,-65.908,1,Ceratium fusus,121,0,0
454MC,1,2014-12-16T15:28:00Z,43.147,-65.908,1,Ceratium furca,122,0,0
454MC,1,2014-12-16T15:28:00Z,43.147,-65.908,1,Ceratium lineatum,123,0,0
454MC,1,2014-12-16T15:28:00Z,43.147,-65.908,1,Ceratium tripos,124,0,0
454MC,1,2014-12-16T15:28:00Z,43.147,-65.908,1,Ceratium macroceros,125,0,0
454MC,1,2014-12-16T15:28:00Z,43.147,-65.908,1,Ceratium horridum,126,0,0
454MC,1,2014-12-16T15:28:00Z,43.147,-65.908,1,Ceratium longipes,127,0,0
454MC,1,2014-12-16T15:28:00Z,43.147,-65.908,1,Ceratium arcticum,128,0,0
454MC,1,2014-12-16T15:28:00Z,43.147,-65.908,1,Dinoflagellate cysts (Total),130,0,0
